step,model,loss_function,recall@5_mean,recall@10_mean,recall@5_text_to_image,recall@5_image_to_text,recall@10_text_to_image,recall@10_image_to_text,num_samples,loss,loss_type
3500,ViT-B-16-SigLIP2-256,siglip,0.6741898148148149,0.7864583333333333,0.6767939814814815,0.6715856481481481,0.7913773148148148,0.7815393518518519,6912,0.007504378,siglip_bce
3500,ViT-B-32,contrastive,0.5495515046296297,0.6768663194444444,0.5447048611111112,0.5543981481481481,0.6786747685185185,0.6750578703703703,6912,3.517976760864258,clip_contrastive
4000,ViT-B-16,contrastive,0.626953125,0.7447916666666667,0.6235532407407407,0.6303530092592593,0.74609375,0.7434895833333334,6912,3.1431641578674316,clip_contrastive
4000,ViT-B-16-SigLIP2-256,contrastive,0.6467737268518519,0.7640335648148149,0.6510416666666666,0.6425057870370371,0.76953125,0.7585358796296297,6912,3.110079050064087,clip_contrastive
4000,ViT-B-16-SigLIP2-256,siglip,0.6677517361111112,0.7784288194444444,0.6737557870370371,0.6617476851851852,0.7848668981481481,0.7719907407407407,6912,0.00654886,siglip_bce
4000,ViT-B-32,contrastive,0.5598234953703705,0.6834490740740741,0.5598958333333334,0.5597511574074074,0.6846064814814815,0.6822916666666666,6912,3.4919943809509277,clip_contrastive
4500,ViT-B-16,contrastive,0.6331741898148149,0.7500723379629629,0.62890625,0.6374421296296297,0.7520254629629629,0.7481192129629629,6912,3.2274560928344727,clip_contrastive
4500,ViT-B-16-SigLIP2-256,contrastive,0.660083912,0.7771267361111112,0.6634837962962963,0.6566840277777778,0.7771990740740741,0.7770543981481481,6912,3.1497063636779785,clip_contrastive
4500,ViT-B-16-SigLIP2-256,siglip,0.6808449074074074,0.7887008101851851,0.6828703703703703,0.6788194444444444,0.7923900462962963,0.7850115740740741,6912,0.005316638,siglip_bce
4500,ViT-B-32,contrastive,0.5475260416666666,0.6833767361111112,0.5536747685185185,0.5413773148148148,0.6882233796296297,0.6785300925925926,6912,3.5883641242980957,clip_contrastive
5000,ViT-B-16,contrastive,0.6353443287037037,0.7554253472222222,0.6390335648148148,0.6316550925925926,0.7586805555555556,0.7521701388888888,6912,3.2511396408081055,clip_contrastive
5000,ViT-B-16-SigLIP2-256,contrastive,0.6553096064814814,0.7771990740740741,0.6555266203703703,0.6550925925925926,0.7800925925925926,0.7743055555555556,6912,3.2039809226989746,clip_contrastive
5000,ViT-B-16-SigLIP2-256,siglip,0.662109375,0.7768373842592593,0.6652199074074074,0.6589988425925926,0.7802372685185185,0.7734375,6912,0.005396467,siglip_bce
5000,ViT-B-32,contrastive,0.5588831018518519,0.689525463,0.5583043981481481,0.5594618055555556,0.6899594907407407,0.6890914351851852,6912,3.675966262817383,clip_contrastive
5500,ViT-B-16,contrastive,0.6416377314814815,0.7586805555555556,0.6413483796296297,0.6419270833333334,0.7572337962962963,0.7601273148148148,6912,3.2544636726379395,clip_contrastive
5500,ViT-B-16-SigLIP2-256,contrastive,0.6511863425925926,0.7731481481481481,0.6546585648148148,0.6477141203703703,0.7735821759259259,0.7727141203703703,6912,3.3000893592834473,clip_contrastive
5500,ViT-B-16-SigLIP2-256,siglip,0.6825810185185186,0.7951388888888888,0.6877893518518519,0.6773726851851852,0.7989004629629629,0.7913773148148148,6912,0.006926822,siglip_bce
5500,ViT-B-32,contrastive,0.5523726851851852,0.6859809027777778,0.5522280092592593,0.5525173611111112,0.6837384259259259,0.6882233796296297,6912,3.589289665222168,clip_contrastive
6000,ViT-B-16,contrastive,0.6401909722222222,0.7589699074074074,0.6413483796296297,0.6390335648148148,0.7612847222222222,0.7566550925925926,6912,3.366551399230957,clip_contrastive
6000,ViT-B-16-SigLIP2-256,contrastive,0.6519097222222223,0.775318287,0.6575520833333334,0.6462673611111112,0.7782118055555556,0.7724247685185185,6912,3.3924946784973145,clip_contrastive
6000,ViT-B-16-SigLIP2-256,siglip,0.6780960648148149,0.7887008101851851,0.6799768518518519,0.6762152777777778,0.7919560185185185,0.7854456018518519,6912,0.006644376,siglip_bce
6000,ViT-B-32,contrastive,0.5516493055555556,0.6807725694444444,0.5510706018518519,0.5522280092592593,0.6827256944444444,0.6788194444444444,6912,3.7040669918060303,clip_contrastive
6500,ViT-B-16,contrastive,0.6312210648148149,0.7551359953703703,0.6284722222222222,0.6339699074074074,0.7534722222222222,0.7567997685185185,6912,3.3122384548187256,clip_contrastive
6500,ViT-B-16-SigLIP2-256,contrastive,0.6501012731481481,0.7716290509259259,0.6527777777777778,0.6474247685185185,0.7737268518518519,0.76953125,6912,3.2863705158233643,clip_contrastive
6500,ViT-B-16-SigLIP2-256,siglip,0.6787471064814814,0.7904369212962963,0.6792534722222222,0.6782407407407407,0.7942708333333334,0.7866030092592593,6912,0.007226063,siglip_bce
6500,ViT-B-32,contrastive,0.5546875,0.6849681712962963,0.5541087962962963,0.5552662037037037,0.6856192129629629,0.6843171296296297,6912,3.5684494972229004,clip_contrastive
7000,ViT-B-16,contrastive,0.6282552083333333,0.75,0.6255787037037037,0.6309317129629629,0.7479745370370371,0.7520254629629629,6912,3.3450210094451904,clip_contrastive
7000,ViT-B-16-SigLIP2-256,contrastive,0.6573350694444444,0.7763310185185186,0.6563946759259259,0.6582754629629629,0.77734375,0.7753182870370371,6912,3.3632373809814453,clip_contrastive
7000,ViT-B-16-SigLIP2-256,siglip,0.6736111111111112,0.7873263888888888,0.6766493055555556,0.6705729166666666,0.7964409722222222,0.7782118055555556,6912,0.006436736,siglip_bce
7000,ViT-B-32,contrastive,0.5570746527777778,0.6877170138888888,0.5564236111111112,0.5577256944444444,0.6851851851851852,0.6902488425925926,6912,3.684943199157715,clip_contrastive
7500,ViT-B-16,contrastive,0.6174768518518519,0.740162037,0.6148726851851852,0.6200810185185185,0.7391493055555556,0.7411747685185185,6912,3.465538979,clip_contrastive
7500,ViT-B-16-SigLIP2-256,contrastive,0.6490885416666667,0.765552662,0.6526331018518519,0.6455439814814815,0.7701099537037037,0.7609953703703703,6912,3.352630615234375,clip_contrastive
7500,ViT-B-16-SigLIP2-256,siglip,0.681640625,0.7926070601851851,0.6830150462962963,0.6802662037037037,0.7965856481481481,0.7886284722222222,6912,0.006149118,siglip_bce
7500,ViT-B-32,contrastive,0.5557002314814814,0.6842447916666667,0.5541087962962963,0.5572916666666666,0.6846064814814815,0.6838831018518519,6912,3.693790435791016,clip_contrastive
8000,ViT-B-16,contrastive,0.6401186342592593,0.7581018518518519,0.6383101851851852,0.6419270833333334,0.7576678240740741,0.7585358796296297,6912,3.349276065826416,clip_contrastive
8000,ViT-B-16-SigLIP2-256,contrastive,0.6430121527777778,0.7608506944444444,0.6435185185185185,0.6425057870370371,0.7605613425925926,0.7611400462962963,6912,3.370988368988037,clip_contrastive
8000,ViT-B-16-SigLIP2-256,siglip,0.6661603009259259,0.7819733796296297,0.671875,0.6604456018518519,0.7906539351851852,0.7732928240740741,6912,0.006143189,siglip_bce
8000,ViT-B-32,contrastive,0.5504918981481481,0.6873553240740741,0.5458622685185185,0.5551215277777778,0.6851851851851852,0.6895254629629629,6912,3.717547416687012,clip_contrastive
8500,ViT-B-16,contrastive,0.6467737268518519,0.7635271990740741,0.6488715277777778,0.6446759259259259,0.7669270833333334,0.7601273148148148,6912,3.492168903,clip_contrastive
8500,ViT-B-16-SigLIP2-256,contrastive,0.6553819444444444,0.7741608796296295,0.6549479166666666,0.6558159722222222,0.7727141203703703,0.7756076388888888,6912,3.4136528968811035,clip_contrastive
8500,ViT-B-16-SigLIP2-256,siglip,0.673828125,0.7875434027777777,0.6746238425925926,0.6730324074074074,0.7879050925925926,0.7871817129629629,6912,0.007403005,siglip_bce
8500,ViT-B-32,contrastive,0.5599681712962963,0.6936487268518519,0.55859375,0.5613425925925926,0.6919849537037037,0.6953125,6912,3.7480316162109375,clip_contrastive
9000,ViT-B-16,contrastive,0.6380931712962963,0.7594762731481481,0.6387442129629629,0.6374421296296297,0.7582465277777778,0.7607060185185185,6912,3.554065465927124,clip_contrastive
9000,ViT-B-16-SigLIP2-256,contrastive,0.6220341435185186,0.7458767361111112,0.6184895833333334,0.6255787037037037,0.7420428240740741,0.7497106481481481,6912,3.6756515502929688,clip_contrastive
9000,ViT-B-16-SigLIP2-256,siglip,0.677806713,0.7942708333333333,0.6783854166666666,0.6772280092592593,0.7974537037037037,0.7910879629629629,6912,0.007116278,siglip_bce
9000,ViT-B-32,contrastive,0.5519386574074074,0.6830873842592593,0.5536747685185185,0.5502025462962963,0.6848958333333334,0.6812789351851852,6912,3.847716808319092,clip_contrastive
9500,ViT-B-16,contrastive,0.6259403935185186,0.7478298611111112,0.6226851851851852,0.6291956018518519,0.7469618055555556,0.7486979166666666,6912,3.567052841186523,clip_contrastive
9500,ViT-B-16-SigLIP2-256,contrastive,0.6469907407407407,0.7685185185185185,0.6477141203703703,0.6462673611111112,0.7724247685185185,0.7646122685185185,6912,3.625756740570069,clip_contrastive
9500,ViT-B-16-SigLIP2-256,siglip,0.6801215277777778,0.7961516203703705,0.6788194444444444,0.6814236111111112,0.7978877314814815,0.7944155092592593,6912,0.006831504,siglip_bce
9500,ViT-B-32,contrastive,0.5541087962962963,0.6828703703703705,0.5561342592592593,0.5520833333333334,0.6841724537037037,0.6815682870370371,6912,3.934836864471435,clip_contrastive
10000,ViT-B-16,contrastive,0.6252893518518519,0.7536168981481481,0.6277488425925926,0.6228298611111112,0.7572337962962963,0.75,6912,3.5422840118408203,clip_contrastive
10000,ViT-B-16-SigLIP2-256,contrastive,0.6414207175925926,0.7612123842592593,0.6425057870370371,0.6403356481481481,0.765625,0.7567997685185185,6912,3.615118980407715,clip_contrastive
10000,ViT-B-16-SigLIP2-256,siglip,0.6784577546296297,0.7901475694444444,0.6848958333333334,0.6720196759259259,0.7955729166666666,0.7847222222222222,6912,0.007300401,siglip_bce
10000,ViT-B-32,contrastive,0.556568287,0.6817853009259259,0.5562789351851852,0.5568576388888888,0.6804108796296297,0.6831597222222222,6912,3.8101885318756104,clip_contrastive
10500,ViT-B-16,contrastive,0.6201533564814815,0.744068287,0.6176215277777778,0.6226851851851852,0.7475405092592593,0.7405960648148148,6912,3.693399429321289,clip_contrastive
10500,ViT-B-16-SigLIP2-256,contrastive,0.6437355324074074,0.7649739583333334,0.6443865740740741,0.6430844907407407,0.7706886574074074,0.7592592592592593,6912,3.6647510528564458,clip_contrastive
10500,ViT-B-16-SigLIP2-256,siglip,0.6820023148148149,0.7963686342592593,0.6863425925925926,0.6776620370370371,0.8025173611111112,0.7902199074074074,6912,0.007231236,siglip_bce
10500,ViT-B-32,contrastive,0.5447048611111112,0.6780960648148149,0.5490451388888888,0.5403645833333334,0.6808449074074074,0.6753472222222222,6912,3.9193520545959473,clip_contrastive
11000,ViT-B-16,contrastive,0.6286892361111112,0.7565104166666667,0.6158854166666666,0.6414930555555556,0.7473958333333334,0.765625,6912,3.5559589862823486,clip_contrastive
11000,ViT-B-16-SigLIP2-256,contrastive,0.6416377314814815,0.7651186342592593,0.6448206018518519,0.6384548611111112,0.7670717592592593,0.7631655092592593,6912,3.5444231033325195,clip_contrastive
11000,ViT-B-16-SigLIP2-256,siglip,0.6788917824074074,0.7915943287037037,0.6795428240740741,0.6782407407407407,0.7971643518518519,0.7860243055555556,6912,0.006375293,siglip_bce
11000,ViT-B-32,contrastive,0.5455005787037037,0.6774450231481481,0.5422453703703703,0.5487557870370371,0.6714409722222222,0.6834490740740741,6912,3.8433027267456055,clip_contrastive
11500,ViT-B-16,contrastive,0.6348379629629629,0.7589699074074074,0.6348379629629629,0.6348379629629629,0.7609953703703703,0.7569444444444444,6912,3.592193603515625,clip_contrastive
11500,ViT-B-16-SigLIP2-256,contrastive,0.6362123842592593,0.7646122685185186,0.6400462962962963,0.6323784722222222,0.7675057870370371,0.76171875,6912,3.6822195053100586,clip_contrastive
11500,ViT-B-16-SigLIP2-256,siglip,0.6751302083333333,0.7892071759259259,0.6783854166666666,0.671875,0.7945601851851852,0.7838541666666666,6912,0.007950756,siglip_bce
11500,ViT-B-32,contrastive,0.546875,0.6781684027777778,0.5490451388888888,0.5447048611111112,0.6789641203703703,0.6773726851851852,6912,4.1256303787231445,clip_contrastive
12000,ViT-B-16,contrastive,0.6283275462962963,0.7531828703703703,0.6283275462962963,0.6283275462962963,0.7570891203703703,0.7492766203703703,6912,3.6877245903015137,clip_contrastive
12000,ViT-B-16-SigLIP2-256,contrastive,0.6382378472222222,0.7644675925925926,0.6430844907407407,0.6333912037037037,0.7683738425925926,0.7605613425925926,6912,3.592564105987549,clip_contrastive
12000,ViT-B-16-SigLIP2-256,siglip,0.6793258101851851,0.7934751157407407,0.6857638888888888,0.6728877314814815,0.7993344907407407,0.7876157407407407,6912,0.007418384,siglip_bce
12000,ViT-B-32,contrastive,0.5496238425925926,0.6803385416666667,0.5489004629629629,0.5503472222222222,0.6773726851851852,0.6833043981481481,6912,4.073389530181885,clip_contrastive
