step,model,loss_function,recall@5_mean,recall@10_mean,recall@5_text_to_image,recall@5_image_to_text,recall@10_text_to_image,recall@10_image_to_text,num_samples,loss,loss_type
13000,ViT-B-16-SigLIP2-256,SIGLIP,0.6935763888888888,0.8096788194444444,0.6951678240740741,0.6919849537037037,0.8133680555555556,0.8059895833333334,6912,0.0084779784083366,siglip_bce
13500,ViT-B-16-SigLIP2-256,SIGLIP,0.6860532407407407,0.8030960648148149,0.6885127314814815,0.68359375,0.8078703703703703,0.7983217592592593,6912,0.0073234601877629,siglip_bce
14000,ViT-B-16-SigLIP2-256,SIGLIP,0.6919849537037037,0.8055555555555556,0.6982060185185185,0.6857638888888888,0.8101851851851852,0.8009259259259259,6912,0.0072963456623256,siglip_bce
14500,ViT-B-16-SigLIP2-256,SIGLIP,0.6920572916666667,0.8040364583333333,0.6927083333333334,0.69140625,0.8068576388888888,0.8012152777777778,6912,0.0067330794408917,siglip_bce
15000,ViT-B-16-SigLIP2-256,SIGLIP,0.6949508101851852,0.8094618055555556,0.6966145833333334,0.6932870370370371,0.8078703703703703,0.8110532407407407,6912,0.006754586007446,siglip_bce
15500,ViT-B-16-SigLIP2-256,SIGLIP,0.6864149305555556,0.8030237268518519,0.6895254629629629,0.6833043981481481,0.8061342592592593,0.7999131944444444,6912,0.0076353689655661,siglip_bce
16000,ViT-B-16-SigLIP2-256,SIGLIP,0.6851128472222222,0.8036024305555556,0.6875,0.6827256944444444,0.8077256944444444,0.7994791666666666,6912,0.0067866197787225,siglip_bce
16500,ViT-B-16-SigLIP2-256,SIGLIP,0.6897424768518519,0.8060619212962963,0.69140625,0.6880787037037037,0.8071469907407407,0.8049768518518519,6912,0.0072729219682514,siglip_bce
17000,ViT-B-16-SigLIP2-256,SIGLIP,0.6907552083333334,0.8070746527777778,0.6921296296296297,0.6893807870370371,0.8090277777777778,0.8051215277777778,6912,0.0079164318740367,siglip_bce
17500,ViT-B-16-SigLIP2-256,SIGLIP,0.6867042824074074,0.8051938657407407,0.6861979166666666,0.6872106481481481,0.8072916666666666,0.8030960648148148,6912,0.0072942292317748,siglip_bce
18000,ViT-B-16-SigLIP2-256,SIGLIP,0.6842447916666667,0.7983217592592593,0.6853298611111112,0.6831597222222222,0.7999131944444444,0.7967303240740741,6912,0.0067177852615714,siglip_bce
18500,ViT-B-16-SigLIP2-256,SIGLIP,0.6969762731481481,0.8123553240740741,0.6983506944444444,0.6956018518518519,0.8145254629629629,0.8101851851851852,6912,0.007257274352014,siglip_bce
19000,ViT-B-16-SigLIP2-256,SIGLIP,0.6984953703703703,0.8149594907407407,0.7021122685185185,0.6948784722222222,0.8177083333333334,0.8122106481481481,6912,0.0071253231726586,siglip_bce
19500,ViT-B-16-SigLIP2-256,SIGLIP,0.6884403935185185,0.8056278935185186,0.6905381944444444,0.6863425925925926,0.8090277777777778,0.8022280092592593,6912,0.0071207736618816,siglip_bce
20000,ViT-B-16-SigLIP2-256,SIGLIP,0.6910445601851851,0.808521412037037,0.6941550925925926,0.6879340277777778,0.8146701388888888,0.8023726851851852,6912,0.00935042463243,siglip_bce
20345,ViT-B-16-SigLIP2-256,SIGLIP,0.6974826388888888,0.8120659722222222,0.6997974537037037,0.6951678240740741,0.8155381944444444,0.80859375,6912,0.0088374838232994,siglip_bce
